id,num,in,out,stay,average,from,to,all,comm,num67,stay67,num643,stay643,num1649,stay1649,num1666,stay1666,num1743,stay1743,num1767,stay1767,num2354,stay2354,num2659,stay2659,num2715,stay2715,num2866,stay2866,num3233,stay3233,num3468,stay3468,num3890,stay3890,num4237,stay4237,num4356,stay4356,num4378,stay4378,num4524,stay4524,num4711,stay4711,num4887,stay4887,num5057,stay5057,num6037,stay6037,num6399,stay6399,num6737,stay6737,num6944,stay6944,num7379,stay7379,num7384,stay7384,num7622,stay7622,num7688,stay7688,num7837,stay7837,num7848,stay7848,num7987,stay7987,num7989,stay7989,num8177,stay8177,num8280,stay8280,num8388,stay8388,num8586,stay8586,num8644,stay8644,num8748,stay8748,num8763,stay8763,num8781,stay8781,num9281,stay9281,num9977,stay9977,way,wayPercent
436.0,9.0,35331.0,83759.0,48428.0,1826.66666667,592.0,496.0,1088.0,45.0,1.0,59.0,0.0,0.0,0.0,0.0,2.0,7971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1178.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,609.0,0.0,0.0,1.0,650.0,0.0,0.0,0.0,0.0,2.0,910.0,0.0,0.0,1.0,2408.0,0.0,0.0,0.0,0.0,0.0,0.0,31988.0,0.66052696787
878.0,19.0,31272.0,80171.0,48899.0,1388.63157895,588.0,721.0,1309.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,993.0,2.0,757.0,0.0,0.0,1.0,772.0,2.0,1941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207.0,2.0,723.0,0.0,0.0,1.0,420.0,1.0,1069.0,0.0,0.0,1.0,3055.0,0.0,0.0,1.0,556.0,0.0,0.0,1.0,300.0,0.0,0.0,2.0,6880.0,1.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,765.0,0.0,0.0,1.0,359.0,1.0,229.0,1.0,2986.0,1.0,241.0,0.0,0.0,0.0,0.0,22515.0,0.46043886378
941.0,14.0,30948.0,79896.0,48948.0,2456.28571429,350.0,319.0,669.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11084.0,2.0,4510.0,0.0,0.0,1.0,368.0,0.0,0.0,3.0,663.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3093.0,0.0,0.0,1.0,412.0,1.0,385.0,2.0,244.0,1.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,773.0,0.0,0.0,1.0,3832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,961.0,2.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560.0,0.297458527417
1197.0,19.0,30310.0,74028.0,43718.0,925.736842105,503.0,592.0,1095.0,71.0,0.0,0.0,1.0,1326.0,0.0,0.0,0.0,0.0,1.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,0.0,0.0,0.0,0.0,1.0,711.0,1.0,1367.0,0.0,0.0,2.0,1014.0,3.0,1231.0,2.0,199.0,1.0,163.0,0.0,0.0,0.0,0.0,2.0,2582.0,1.0,710.0,1.0,493.0,1.0,3801.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,372.0,0.0,0.0,1.0,1645.0,1.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,344.0,1.0,319.0,1.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26129.0,0.597671439682
1217.0,12.0,30532.0,73292.0,42760.0,2830.08333333,64.0,42.0,106.0,6.0,1.0,37.0,1.0,1956.0,0.0,0.0,1.0,3746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1573.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.0,1.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3076.0,0.0,0.0,0.0,0.0,1.0,4807.0,0.0,0.0,0.0,0.0,4.0,14814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,336.0,1.0,180.0,1.0,3115.0,0.0,0.0,0.0,0.0,0.0,0.0,8799.0,0.205776426567
1634.0,13.0,28822.0,74144.0,45322.0,990.923076923,21.0,15.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,506.0,1.0,1372.0,2.0,1559.0,3.0,3106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,371.0,0.0,0.0,0.0,0.0,2.0,2970.0,1.0,84.0,0.0,0.0,0.0,0.0,2.0,1379.0,0.0,0.0,0.0,0.0,1.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,334.0,1.0,219.0,0.0,0.0,1.0,228.0,0.0,0.0,0.0,0.0,32440.0,0.715767177088
1727.0,15.0,31208.0,72830.0,41622.0,1579.26666667,775.0,898.0,1673.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3768.0,0.0,0.0,0.0,0.0,1.0,277.0,2.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,532.0,0.0,0.0,1.0,95.0,2.0,500.0,1.0,361.0,0.0,0.0,2.0,1406.0,1.0,936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4282.0,0.0,0.0,0.0,0.0,1.0,3790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,1.0,151.0,2.0,4033.0,0.0,0.0,1.0,2275.0,0.0,0.0,17933.0,0.430853875354
1775.0,11.0,30143.0,73377.0,43234.0,2368.18181818,311.0,305.0,616.0,198.0,0.0,0.0,3.0,5804.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,278.0,0.0,0.0,0.0,0.0,3.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3337.0,0.0,0.0,1.0,602.0,1.0,331.0,2.0,241.0,1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,696.0,0.0,0.0,3.0,9975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17184.0,0.397464958135
1951.0,16.0,30018.0,81287.0,51269.0,1174.375,75.0,68.0,143.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1910.0,0.0,0.0,0.0,0.0,1.0,256.0,0.0,0.0,1.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,565.0,0.0,0.0,2.0,212.0,1.0,242.0,1.0,502.0,0.0,0.0,2.0,3694.0,0.0,0.0,2.0,2534.0,1.0,3869.0,1.0,615.0,0.0,0.0,0.0,0.0,1.0,235.0,0.0,0.0,1.0,3315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,369.0,0.0,0.0,1.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,32479.0,0.633501726189
1980.0,13.0,29145.0,73539.0,44394.0,1583.84615385,0.0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1616.0,1.0,2052.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,192.0,1.0,269.0,0.0,0.0,1.0,1212.0,0.0,0.0,0.0,0.0,3.0,9834.0,0.0,0.0,1.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,790.0,0.0,0.0,0.0,0.0,1.0,425.0,0.0,0.0,1.0,199.0,1.0,2961.0,0.0,0.0,0.0,0.0,0.0,0.0,23804.0,0.536198585394
